Vehicle Class,Engine Size(L),Cylinders,Transmission,Number of Gear,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
COMPACT,5.5,8,A,7,Z,15.3,10.2,13.0,22,305
FULL-SIZE,6.0,12,A,7,Z,17.6,10.9,14.6,19,349
COMPACT,6.0,12,A,7,Z,17.1,11.0,14.3,20,348
COMPACT,6.0,12,A,7,Z,18.7,11.6,15.5,18,365
TWO-SEATER,5.5,8,A,7,Z,14.7,9.5,12.4,23,298
TWO-SEATER,6.0,12,A,7,Z,17.6,10.8,14.5,19,340
TWO-SEATER,3.0,6,A,9,Z,11.6,8.2,10.1,28,234
MID-SIZE,2.0,4,A,7,Z,9.7,6.6,8.3,34,179
COMPACT,2.0,4,A,7,Z,10.1,7.8,9.0,31,212
COMPACT,2.0,4,A,9,Z,10.8,8.0,9.5,30,222
COMPACT,2.0,4,A,7,Z,10.4,8.0,9.3,30,218
COMPACT,2.0,4,A,7,Z,9.6,6.4,8.1,35,190
COMPACT,4.7,8,A,9,Z,13.6,9.4,11.7,24,275
MID-SIZE,2.0,4,A,9,Z,10.8,8.1,9.5,30,246
MID-SIZE,3.0,6,A,9,Z,11.8,8.6,10.4,27,245
MID-SIZE,3.0,6,A,9,Z,12.4,9.3,11.0,26,259
COMPACT,3.0,6,A,7,Z,11.5,8.1,10.0,28,233
COMPACT,3.0,6,A,7,Z,11.8,8.4,10.2,28,239
COMPACT,4.7,8,A,7,Z,13.7,9.2,11.7,24,275
COMPACT,4.7,8,A,7,Z,13.4,8.9,11.4,25,268
SUV,4.0,8,A,7,Z,19.0,16.6,17.9,16,401
SUV,2.0,4,A,7,Z,10.3,7.6,9.1,31,212
SUV,2.0,4,A,7,E,13.6,10.0,12.0,24,128
SUV,2.0,4,A,9,Z,11.1,8.5,10.0,28,233
SUV,3.0,6,A,9,Z,13.1,10.1,11.7,24,276
SUV,4.7,8,A,9,Z,15.3,11.3,13.5,21,318
SUV,3.0,6,A,9,Z,14.4,11.4,13.0,22,306
SUV,4.7,8,A,9,Z,16.7,12.9,15.0,19,347
FULL-SIZE,6.0,12,A,7,Z,18.2,11.0,15.0,19,359
,2.0,4,A,7,Z,11.1,9.1,10.2,28,240
,2.0,4,A,7,Z,11.5,9.3,10.5,27,248
MID-SIZE,3.0,6,A,7,Z,12.6,8.6,10.8,26,253
MID-SIZE,4.7,8,A,9,Z,14.3,9.2,12.0,24,280
FULL-SIZE,4.7,8,A,9,Z,14.3,9.2,12.0,24,280
COMPACT,4.7,8,A,9,Z,13.9,9.3,11.8,24,276
COMPACT,4.7,8,A,9,Z,14.1,9.3,11.9,24,278
FULL-SIZE,6.0,12,A,7,Z,17.5,10.8,14.5,19,350
TWO-SEATER,3.0,6,A,9,Z,11.5,8.4,10.1,28,237
TWO-SEATER,4.7,8,A,9,Z,13.6,9.5,11.7,24,275
TWO-SEATER,2.0,4,A,9,Z,9.5,7.2,8.5,33,200
COMPACT,1.5,3,A,6,Z,8.8,6.8,7.9,36,184
COMPACT,1.5,3,M,6,Z,8.5,6.2,7.5,38,175
COMPACT,1.5,3,A,6,Z,8.8,6.8,7.9,36,184
COMPACT,1.5,3,M,6,Z,8.5,6.3,7.5,38,175
MID-SIZE,1.5,3,A,6,Z,9.5,7.2,8.4,34,197
MID-SIZE,1.5,3,M,6,Z,9.6,7.0,8.4,34,197
MID-SIZE,1.5,3,A,8,Z,10.2,7.8,9.1,31,213
MID-SIZE,1.5,3,M,6,Z,10.6,7.4,9.1,31,214
COMPACT,1.5,3,A,6,Z,8.8,6.8,7.9,36,184
COMPACT,1.5,3,M,6,Z,8.5,6.3,7.5,38,175
MID-SIZE,1.5,3,A,6,Z,9.5,7.2,8.4,34,197
MID-SIZE,1.5,3,M,6,Z,9.6,7.0,8.4,34,197
MID-SIZE,1.5,3,A,8,Z,10.3,7.9,9.2,31,215
MID-SIZE,1.5,3,M,6,Z,10.6,7.4,9.1,31,214
COMPACT,2.0,4,A,6,Z,9.3,7.2,8.3,34,196
COMPACT,2.0,4,M,6,Z,10.2,7.3,8.9,32,210
COMPACT,2.0,4,A,6,Z,9.3,7.2,8.3,34,196
COMPACT,2.0,4,M,6,Z,10.2,7.3,8.9,32,210
MID-SIZE,2.0,4,A,8,Z,10.0,7.2,8.7,32,205
MID-SIZE,2.0,4,M,6,Z,10.8,7.7,9.4,30,220
MID-SIZE,2.0,4,A,8,Z,10.2,7.4,9.0,31,210
MID-SIZE,2.0,4,M,6,Z,11.4,7.8,9.7,29,227
COMPACT,2.0,4,A,6,Z,9.4,7.2,8.4,34,196
COMPACT,2.0,4,M,6,Z,10.2,7.3,8.9,32,210
MID-SIZE,2.0,4,A,8,Z,10.5,7.4,9.1,31,213
MID-SIZE,2.0,4,M,6,Z,11.3,7.7,9.7,29,227
COMPACT,2.0,4,A,6,Z,9.3,7.2,8.3,34,196
COMPACT,2.0,4,M,6,Z,10.2,7.3,8.9,32,210
MID-SIZE,2.0,4,A,8,Z,10.2,7.4,9.0,31,210
MID-SIZE,2.0,4,M,6,Z,11.4,7.8,9.7,29,227
COMPACT,2.0,4,A,6,Z,9.4,7.2,8.4,34,196
COMPACT,2.0,4,M,6,Z,10.8,7.7,9.4,30,220
COMPACT,2.0,4,A,6,X,8.7,6.9,7.9,36,183
COMPACT,2.0,4,M,5,X,9.7,7.1,8.5,33,200
COMPACT,2.4,4,A,6,X,9.9,7.7,8.9,32,206
COMPACT,2.4,4,M,5,X,10.5,7.8,9.3,30,218
COMPACT,2.4,4,A,6,X,10.2,7.9,9.2,31,212
,2.0,4,A,6,X,9.3,7.2,8.4,34,194
,2.0,4,M,5,X,9.9,7.3,8.7,32,205
COMPACT,1.2,3,A,,X,6.4,5.5,6.0,47,141
COMPACT,1.2,3,M,5,X,7.1,5.8,6.5,43,150
COMPACT,1.2,3,A,,X,6.9,5.7,6.4,44,149
COMPACT,1.2,3,M,5,X,7.2,5.9,6.6,43,155
SUV,2.4,4,A,6,X,9.2,7.5,8.4,34,197
SUV,2.4,4,A,6,X,9.8,8.1,9.0,31,211
SUV,3.0,6,A,6,Z,11.9,8.5,10.4,27,242
SUV,2.0,4,A,6,X,9.7,7.8,8.8,32,204
SUV,2.0,4,M,5,X,10.3,8.2,9.3,30,216
SUV,2.0,4,A,6,X,10.1,8.2,9.2,31,213
TWO-SEATER,3.7,6,A,7,Z,12.6,9.3,11.1,25,261
TWO-SEATER,3.7,6,M,6,Z,13.3,9.3,11.5,25,269
TWO-SEATER,3.7,6,A,7,Z,13.0,9.7,11.5,25,270
TWO-SEATER,3.7,6,M,6,Z,13.6,9.7,11.8,24,278
MID-SIZE,2.5,4,A,,X,8.8,6.0,7.5,38,176
MID-SIZE,3.5,6,A,7,X,10.6,7.3,9.1,31,214
MID-SIZE,2.5,4,A,7,X,8.8,6.5,7.8,36,183
SUV,5.6,8,A,7,X,17.5,12.9,15.4,18,362
PICKUP TRUCK,2.5,4,A,5,X,13.5,10.5,12.2,23,286
PICKUP TRUCK,2.5,4,M,5,X,12.2,10.4,11.4,25,268
PICKUP TRUCK,4.0,6,A,5,X,14.8,10.6,12.9,22,304
PICKUP TRUCK,4.0,6,A,5,X,15.8,11.5,13.8,20,326
PICKUP TRUCK,4.0,6,M,6,X,15.1,11.5,13.5,21,317
COMPACT,3.8,6,A,6,Z,14.5,10.7,12.8,22,300
,1.6,4,A,7,Z,8.5,7.5,8.0,35,189
,1.6,4,M,6,Z,8.6,7.2,8.0,35,188
,1.6,4,A,7,Z,9.0,7.8,8.4,34,199
,1.6,4,M,6,Z,9.0,7.6,8.4,34,197
,1.6,4,A,8,Z,9.5,8.3,8.9,32,209
MID-SIZE,3.5,6,A,7,Z,11.1,7.8,9.6,29,225
COMPACT,1.6,4,A,4,X,8.9,6.8,7.9,36,186
COMPACT,1.6,4,M,5,X,8.7,6.8,7.9,36,185
MID-SIZE,3.5,6,A,7,X,11.0,8.3,9.8,29,230
MID-SIZE,3.5,6,A,7,X,11.2,8.4,9.9,29,232
,2.0,4,A,,X,9.8,9.0,9.4,30,220
SUV,3.5,6,A,,X,11.6,8.5,10.2,28,240
SUV,3.5,6,A,,X,12.1,8.9,10.7,26,250
SUV,3.5,6,A,,X,12.4,9.2,11.0,26,258
,2.0,4,A,,X,8.8,7.3,8.1,35,191
,2.0,4,M,6,X,10.0,8.1,9.2,31,216
,2.0,4,A,,X,9.1,7.5,8.4,34,197
SUV,2.5,4,A,,X,9.2,7.0,8.2,34,192
SUV,2.5,4,A,,X,9.6,7.4,8.6,33,203
MID-SIZE,1.6,4,A,7,Z,8.9,7.3,8.2,34,193
MID-SIZE,1.6,4,M,6,Z,9.1,7.3,8.3,34,195
MID-SIZE,1.8,4,A,,X,8.1,6.3,7.3,39,171
MID-SIZE,1.8,4,M,6,X,9.0,6.8,8.0,35,187
MID-SIZE,1.6,4,A,7,Z,9.4,7.8,8.7,32,205
MID-SIZE,1.6,4,M,6,Z,9.5,7.6,8.7,32,204
PICKUP TRUCK,5.6,8,A,7,X,15.0,11.2,13.3,21,312
PICKUP TRUCK,5.6,8,A,7,X,15.2,11.1,13.4,21,315
PICKUP TRUCK,5.6,8,A,7,X,16.0,12.0,14.2,20,333
MID-SIZE,1.6,4,A,,X,7.6,6.2,7.0,40,164
MID-SIZE,1.6,4,M,5,X,8.6,6.6,7.7,37,180
COMPACT,3.0,6,A,7,Z,10.6,8.0,9.4,30,221
COMPACT,3.0,6,M,7,Z,11.8,8.1,10.1,28,237
COMPACT,3.0,6,A,7,Z,10.8,8.3,9.7,29,227
COMPACT,3.0,6,M,7,Z,12.0,8.2,10.3,27,241
COMPACT,3.0,6,A,7,Z,10.8,8.3,9.7,29,226
COMPACT,3.0,6,M,7,Z,12.1,8.3,10.4,27,242
COMPACT,3.0,6,A,7,Z,10.8,8.4,9.7,29,228
COMPACT,3.0,6,M,7,Z,12.1,8.3,10.4,27,243
COMPACT,3.0,6,A,7,Z,10.7,8.3,9.6,29,225
COMPACT,3.0,6,M,7,Z,12.1,8.3,10.4,27,242
COMPACT,3.0,6,A,7,Z,11.0,8.4,9.8,29,230
COMPACT,3.0,6,M,7,Z,12.2,8.5,10.5,27,246
COMPACT,3.0,6,A,7,Z,11.0,8.5,9.9,29,232
COMPACT,3.0,6,M,7,Z,12.1,8.4,10.4,27,243
COMPACT,3.0,6,A,7,Z,10.9,8.5,9.9,29,231
COMPACT,3.0,6,M,7,Z,12.2,8.5,10.5,27,246
COMPACT,3.0,6,A,7,Z,10.9,8.4,9.8,29,228
COMPACT,3.0,6,M,7,Z,12.2,8.5,10.5,27,246
COMPACT,3.0,6,A,7,Z,11.1,8.6,10.0,28,233
COMPACT,3.0,6,M,7,Z,12.2,8.5,10.5,27,246
COMPACT,3.8,6,A,7,Z,12.6,9.9,11.4,25,266
COMPACT,3.8,6,A,7,Z,12.6,9.9,11.4,25,267
COMPACT,3.8,6,A,7,Z,12.6,9.9,11.4,25,266
COMPACT,3.8,6,A,7,Z,12.6,9.9,11.4,25,267
TWO-SEATER,2.0,4,A,7,Z,10.5,8.0,9.4,30,219
TWO-SEATER,2.0,4,M,6,Z,11.0,8.3,9.8,29,229
TWO-SEATER,2.5,4,A,7,Z,11.0,8.4,9.9,29,230
TWO-SEATER,2.5,4,M,6,Z,12.1,9.0,10.7,26,249
SUV,3.6,6,A,8,Z,12.9,9.7,11.5,25,268
SUV,3.6,6,A,8,Z,13.6,10.2,12.1,23,281
SUV,3.6,6,A,8,Z,13.9,9.6,12.0,24,281
SUV,3.6,6,A,8,Z,14.5,10.4,12.6,22,296
SUV,4.8,8,A,8,Z,16.7,11.2,14.2,20,334
SUV,4.8,8,A,8,Z,16.7,11.2,14.2,20,334
TWO-SEATER,2.0,4,A,7,Z,10.5,8.0,9.4,30,219
TWO-SEATER,2.0,4,M,6,Z,11.0,8.3,9.8,29,229
TWO-SEATER,2.5,4,A,7,Z,11.0,8.4,9.9,29,230
TWO-SEATER,2.5,4,M,6,Z,12.1,9.0,10.7,26,249
SUV,2.0,4,A,7,Z,11.6,9.3,10.6,27,248
SUV,3.0,6,A,7,Z,13.7,10.3,12.2,23,285
SUV,3.0,6,A,7,Z,13.8,10.3,12.3,23,287
SUV,3.6,6,A,7,Z,14.2,10.1,12.3,23,287
PICKUP TRUCK,3.6,6,A,8,X,13.9,9.6,11.9,24,280
PICKUP TRUCK,3.6,6,A,8,E,19.7,13.8,17.0,17,283
PICKUP TRUCK,5.7,8,A,6,X,17.0,12.0,14.8,19,346
PICKUP TRUCK,5.7,8,A,8,X,15.7,11.0,13.6,21,319
PICKUP TRUCK,3.0,6,A,8,D,11.8,8.6,10.4,27,278
PICKUP TRUCK,3.6,6,A,8,X,14.5,10.2,12.6,22,294
PICKUP TRUCK,3.6,6,A,8,E,20.7,14.7,18.0,16,300
PICKUP TRUCK,5.7,8,A,6,X,17.5,12.7,15.4,18,361
PICKUP TRUCK,5.7,8,A,8,X,16.1,11.5,14.0,20,328
PICKUP TRUCK,3.0,6,A,8,D,12.3,8.8,10.8,26,289
,2.4,4,A,9,X,11.2,8.3,9.9,29,232
COMPACT,6.6,12,A,8,Z,20.0,12.6,16.7,17,390
FULL-SIZE,6.6,12,A,8,Z,20.0,12.6,16.7,17,390
FULL-SIZE,6.6,12,A,8,Z,20.0,12.6,16.7,17,390
FULL-SIZE,6.7,12,A,8,Z,20.7,12.7,17.1,17,400
FULL-SIZE,6.7,12,A,8,Z,20.7,12.7,17.1,17,400
COMPACT,6.7,12,A,8,Z,20.7,12.7,17.1,17,400
COMPACT,6.7,12,A,8,Z,20.6,12.8,17.1,17,401
MID-SIZE,6.6,12,A,8,Z,19.0,12.5,16.1,18,375
TWO-SEATER,0.9,3,A,6,Z,7.0,6.3,6.7,42,152
COMPACT,2.0,4,A,6,Z,9.7,7.2,8.6,33,200
COMPACT,2.0,4,M,6,Z,11.1,8.0,9.7,29,228
SUV,2.0,4,A,6,X,9.1,7.2,8.2,34,193
SUV,2.0,4,M,5,X,10.3,7.8,9.2,31,216
SUV,2.0,4,A,8,Z,10.2,8.6,9.5,30,223
SUV,2.5,4,A,6,X,9.2,7.4,8.4,34,196
SUV,2.5,4,M,6,X,10.9,8.3,9.7,29,228
MID-SIZE,2.0,4,A,7,X,8.3,6.4,7.5,38,174
MID-SIZE,2.0,4,M,5,X,10.0,7.5,8.9,32,208
,2.0,4,A,7,X,8.4,6.5,7.5,38,176
,2.0,4,M,5,X,10.1,7.7,9.0,31,211
MID-SIZE,2.5,4,A,6,X,9.3,7.0,8.3,34,194
MID-SIZE,2.5,4,M,6,X,10.7,7.9,9.5,30,222
MID-SIZE,3.6,6,A,6,X,11.9,8.3,10.3,27,241
SUV,2.5,4,A,6,X,9.4,7.3,8.4,34,198
SUV,2.5,4,M,6,X,11.0,8.3,9.8,29,229
SUV,3.6,6,A,6,X,12.0,8.7,10.5,27,247
COMPACT,2.0,4,A,8,Z,12.5,9.6,11.2,25,255
COMPACT,2.0,4,M,6,Z,11.3,8.5,10.0,28,235
COMPACT,2.5,4,M,6,Z,13.8,10.2,12.2,23,285
SUV,4.0,6,A,5,X,14.3,12.0,13.3,21,310
SUV,4.0,6,A,5,X,14.3,12.0,13.3,21,310
COMPACT,2.0,4,A,6,Z,9.9,7.3,8.7,32,204
COMPACT,2.0,4,M,6,Z,11.3,8.3,9.9,29,232
MID-SIZE,3.5,6,A,6,X,11.4,7.7,9.7,29,226
MID-SIZE,2.5,4,A,6,X,9.8,7.1,8.6,33,199
MID-SIZE,3.5,6,A,6,X,11.0,7.8,9.6,29,224
MID-SIZE,2.5,4,A,,X,5.6,6.2,5.9,48,137
MID-SIZE,2.5,4,A,,X,5.8,6.3,6.0,47,141
MID-SIZE,1.8,4,A,,X,8.3,6.5,7.5,38,174
MID-SIZE,1.8,4,A,7,X,8.3,6.7,7.5,38,178
MID-SIZE,1.8,4,M,6,X,8.4,6.5,7.5,38,176
MID-SIZE,1.8,4,A,,X,7.8,5.9,6.9,41,163
MID-SIZE,1.8,4,A,,X,8.0,6.3,7.2,39,168
MID-SIZE,1.8,4,A,7,X,8.3,6.5,7.5,38,176
MID-SIZE,1.8,4,M,6,X,8.8,6.8,7.9,36,185
SUV,3.5,6,A,8,X,11.8,8.7,10.3,27,243
SUV,3.5,6,A,8,X,12.1,9.0,10.6,27,251
SUV,3.5,6,A,8,X,12.0,8.9,10.6,27,247
SUV,3.5,6,A,8,X,11.7,8.8,10.4,27,242
SUV,3.5,6,A,6,X,8.1,8.5,8.3,34,193
MID-SIZE,1.8,4,A,,X,4.4,4.6,4.5,63,105
COMPACT,1.5,4,A,,X,4.9,5.5,5.1,55,120
MID-SIZE,1.8,4,A,,X,5.5,6.0,5.8,49,135
SUV,2.5,4,A,6,X,10.3,8.0,9.2,31,217
SUV,2.5,4,A,6,X,10.0,7.8,9.0,31,210
SUV,2.5,4,A,6,X,10.5,8.3,9.5,30,222
SUV,2.5,4,A,6,X,10.7,8.4,9.7,29,226
SUV,2.5,4,A,6,X,6.9,7.8,7.3,39,170
SUV,5.7,8,A,6,X,18.7,13.8,16.5,17,380
,3.5,6,A,8,X,12.5,8.9,10.9,26,255
,3.5,6,A,8,X,13.4,9.6,11.7,24,274
PICKUP TRUCK,2.7,4,A,6,X,12.1,10.1,11.2,25,263
PICKUP TRUCK,3.5,6,A,6,X,12.6,10.0,11.4,25,268
PICKUP TRUCK,2.7,4,A,6,X,12.7,10.6,11.7,24,274
PICKUP TRUCK,2.7,4,M,5,X,12.4,11.4,11.9,24,279
PICKUP TRUCK,3.5,6,A,6,X,13.2,10.7,12.0,24,283
PICKUP TRUCK,3.5,6,M,6,X,13.8,11.6,12.8,22,301
PICKUP TRUCK,3.5,6,M,6,X,13.8,11.7,12.9,22,300
PICKUP TRUCK,4.6,8,A,6,X,15.8,12.3,14.2,20,334
PICKUP TRUCK,5.7,8,A,6,X,17.2,12.9,15.3,18,358
PICKUP TRUCK,4.6,8,A,6,X,16.8,12.6,14.9,19,349
PICKUP TRUCK,5.7,8,A,6,X,18.1,13.9,16.2,17,378
COMPACT,1.5,4,A,6,X,7.3,5.8,6.6,43,155
COMPACT,1.5,4,M,6,X,7.8,6.0,6.8,42,164
COMPACT,1.5,4,A,4,X,7.9,6.8,7.4,38,173
COMPACT,1.5,4,M,5,X,7.8,6.5,7.2,39,168
COMPACT,1.8,4,A,6,X,9.7,7.2,8.5,33,199
COMPACT,1.8,4,M,5,X,9.5,7.1,8.4,34,198
COMPACT,1.8,4,A,6,X,9.6,7.5,8.6,33,201
COMPACT,1.8,4,A,6,X,9.7,7.2,8.5,33,199
COMPACT,3.6,6,A,6,X,13.9,9.3,11.8,24,277
COMPACT,1.8,4,A,6,X,9.4,6.7,8.2,34,192
COMPACT,1.8,4,M,5,X,9.3,6.6,8.1,35,190
COMPACT,2.0,4,A,6,X,9.6,7.2,8.5,33,199
COMPACT,2.0,4,M,6,X,9.7,7.0,8.5,33,198
COMPACT,2.0,4,A,6,Z,10.4,7.9,9.3,30,216
COMPACT,2.0,4,M,6,Z,10.9,7.7,9.4,30,220
,1.8,4,A,6,X,10.6,8.0,9.4,30,220
,1.8,4,A,6,X,9.3,6.9,8.2,34,192
,1.8,4,M,5,X,9.6,6.8,8.3,34,194
,1.8,4,A,6,X,10.6,8.0,9.4,30,220
COMPACT,1.4,4,A,6,X,8.5,6.2,7.4,38,175
COMPACT,1.4,4,M,5,X,8.3,5.9,7.2,39,168
COMPACT,1.8,4,A,6,X,9.4,6.8,8.2,34,193
COMPACT,2.0,4,A,6,X,9.8,7.4,8.7,32,205
COMPACT,2.0,4,M,6,X,10.2,7.2,8.9,32,208
MID-SIZE,1.8,4,A,6,X,10.1,7.0,8.7,32,204
MID-SIZE,3.6,6,A,6,X,11.9,8.5,10.4,27,242
SUV,2.0,4,A,6,Z,11.7,9.6,10.7,26,256
SUV,2.0,4,A,6,Z,12.0,10.0,11.1,25,263
SUV,3.6,6,A,8,X,13.8,10.4,12.2,23,287
COMPACT,2.0,4,A,8,X,9.6,7.0,8.4,34,198
COMPACT,2.0,4,A,8,X,10.7,7.8,9.4,30,219
COMPACT,2.0,4,A,8,X,9.6,7.0,8.4,34,198
COMPACT,2.0,4,A,8,X,10.7,7.8,9.4,30,219
COMPACT,2.0,4,A,8,Z,10.9,7.7,9.5,30,221
COMPACT,2.0,4,A,8,Z,11.8,8.5,10.3,27,241
COMPACT,2.0,4,A,8,X,10.8,7.8,9.4,30,220
MID-SIZE,2.0,4,A,8,Z,10.1,7.0,8.7,32,204
MID-SIZE,2.0,4,A,8,Z,10.8,7.6,9.4,30,219
,2.0,4,A,8,X,9.6,7.0,8.4,34,198
,2.0,4,A,8,X,10.7,7.8,9.4,30,219
,2.0,4,A,8,Z,10.9,7.7,9.5,30,221
,2.0,4,A,8,Z,11.8,8.5,10.3,27,241
,2.0,4,A,8,X,10.8,7.8,9.4,30,220
MID-SIZE,2.0,4,A,8,Z,10.1,7.0,8.7,32,204
MID-SIZE,2.0,4,A,8,Z,10.8,7.6,9.4,30,219
MID-SIZE,2.0,4,A,8,Z,10.7,7.9,9.4,30,221
SUV,2.0,4,A,8,X,10.4,7.8,9.2,31,216
SUV,2.0,4,A,8,X,11.3,8.4,10.0,28,233
SUV,2.0,4,A,8,Z,11.7,8.7,10.4,27,244
SUV,2.0,4,A,8,Z,10.6,9.1,10.0,28,232
SUV,2.0,4,A,8,Z,10.8,9.5,10.2,28,239
SUV,2.0,4,A,8,Z,11.5,9.6,10.6,27,249
COMPACT,2.4,4,A,8,Z,9.4,6.8,8.2,34,192
SUV,3.5,6,A,9,Z,12.6,9.0,11.0,26,259
SUV,3.5,6,A,9,Z,12.2,9.0,10.7,26,251
SUV,3.0,6,A,7,Z,9.1,9.0,9.0,31,210
TWO-SEATER,3.5,6,A,9,Z,11.1,10.8,11.0,26,261
SUV,3.5,6,A,6,Z,12.4,8.7,10.7,26,250
MID-SIZE,3.5,6,A,7,Z,8.4,8.2,8.4,34,196
COMPACT,2.4,4,A,8,Z,10.0,7.1,8.7,32,205
COMPACT,2.4,4,A,8,Z,10.2,7.4,8.9,32,209
COMPACT,3.5,6,A,9,Z,11.4,7.7,9.8,29,228
COMPACT,3.5,6,A,9,Z,12.0,8.2,10.3,27,240
TWO-SEATER,1.8,4,A,6,Z,9.7,6.9,8.4,34,197
TWO-SEATER,1.8,4,A,6,Z,9.7,6.9,8.4,34,197
MID-SIZE,2.0,4,A,8,Z,10.0,7.2,8.7,32,205
MID-SIZE,2.0,4,A,8,Z,10.5,7.7,9.2,31,217
MID-SIZE,2.9,6,A,8,Z,13.8,9.6,11.9,24,280
SUV,2.0,4,A,8,Z,10.8,8.3,9.6,29,226
SUV,2.9,6,A,8,Z,14.1,10.4,12.4,23,292
COMPACT,4.0,8,A,8,Z,13.0,9.8,11.5,25,271
COMPACT,5.2,12,A,8,Z,15.5,11.4,13.7,21,322
COMPACT,6.0,12,A,8,Z,16.7,10.9,14.1,20,332
COMPACT,6.0,12,A,8,Z,17.5,11.4,14.7,19,346
COMPACT,2.0,4,A,7,X,9.1,6.8,8.0,35,188
COMPACT,2.0,4,A,6,X,9.7,7.5,8.7,32,205
COMPACT,2.0,4,A,6,X,10.8,8.0,9.5,30,223
COMPACT,2.0,4,A,7,Z,8.6,6.4,7.6,37,177
COMPACT,2.0,4,A,7,Z,10.0,7.0,8.7,32,203
COMPACT,2.0,4,M,6,Z,9.9,7.1,8.7,32,204
,2.0,4,A,7,Z,10.5,7.9,9.3,30,217
COMPACT,2.0,4,A,7,Z,10.0,7.0,8.7,32,203
COMPACT,2.0,4,M,6,Z,9.9,7.1,8.7,32,204
COMPACT,2.0,4,A,7,Z,10.0,7.0,8.7,32,203
MID-SIZE,2.0,4,A,7,Z,10.0,7.0,8.7,32,203
MID-SIZE,2.0,4,A,8,Z,10.6,7.5,9.2,31,216
MID-SIZE,3.0,6,A,8,Z,11.5,8.2,10.0,28,235
MID-SIZE,3.0,6,A,8,Z,11.5,8.2,10.0,28,235
FULL-SIZE,3.0,6,A,8,Z,12.6,8.0,10.5,27,247
FULL-SIZE,4.0,8,A,8,Z,15.1,9.1,12.4,23,290
FULL-SIZE,4.0,8,A,8,Z,15.1,9.1,12.4,23,290
COMPACT,2.0,4,A,6,Z,11.6,8.3,10.1,28,236
COMPACT,2.0,4,A,6,Z,11.9,8.4,10.3,27,240
SUV,2.0,4,A,7,Z,10.4,8.6,9.6,29,226
SUV,2.0,4,A,8,Z,12.2,9.5,11.0,26,258
SUV,3.0,6,A,8,Z,12.6,9.4,11.1,25,260
TWO-SEATER,5.2,10,A,7,Z,16.0,9.5,13.1,22,304
TWO-SEATER,5.2,10,A,7,Z,17.1,11.3,14.5,19,338
TWO-SEATER,5.2,10,A,7,Z,17.1,11.3,14.5,19,338
COMPACT,2.5,5,A,7,Z,12.4,8.3,10.5,27,248
COMPACT,2.9,6,A,8,Z,12.9,8.9,11.1,25,260
MID-SIZE,4.0,8,A,8,Z,17.0,9.6,13.7,21,318
COMPACT,2.0,4,A,7,Z,10.6,8.3,9.6,29,223
COMPACT,3.0,6,A,8,Z,11.5,8.0,9.9,29,232
COMPACT,3.0,6,A,8,Z,11.5,8.0,9.9,29,232
COMPACT,3.0,6,A,8,Z,11.9,8.1,10.2,28,239
MID-SIZE,3.0,6,A,8,Z,11.5,8.0,9.9,29,232
MID-SIZE,4.0,8,A,7,Z,15.0,10.0,12.8,22,298
MID-SIZE,4.0,8,A,7,Z,15.0,10.0,12.8,22,298
MID-SIZE,4.0,8,A,8,Z,16.2,9.9,13.4,21,313
SUV,3.0,6,A,8,Z,12.7,10.0,11.5,25,270
COMPACT,2.0,4,A,6,X,10.1,7.8,9.1,31,209
TWO-SEATER,2.0,4,A,6,X,10.1,7.8,9.1,31,209
COMPACT,2.5,5,A,7,Z,12.3,8.2,10.5,27,245
COMPACT,2.0,4,A,6,Z,10.3,8.6,9.5,30,222
SUV,6.0,12,A,8,Z,18.8,12.2,15.9,18,370
COMPACT,6.0,12,A,8,Z,20.4,12.0,16.6,17,389
COMPACT,6.0,12,A,8,Z,20.4,12.0,16.6,17,389
MID-SIZE,4.0,8,A,8,Z,18.8,10.7,15.1,19,353
MID-SIZE,6.0,12,A,8,Z,20.4,12.0,16.6,17,389
MID-SIZE,6.8,8,A,8,Z,20.9,13.0,17.3,16,405
COMPACT,2.0,4,A,8,Z,9.8,6.8,8.4,34,197
COMPACT,2.0,4,M,6,Z,11.1,7.3,9.4,30,219
COMPACT,2.0,4,A,8,Z,10.2,7.2,8.9,32,208
COMPACT,2.0,4,A,8,Z,9.9,7.1,8.6,33,202
COMPACT,2.0,4,A,8,D,7.8,5.9,7.0,40,184
,2.0,4,A,8,D,7.8,5.9,7.0,40,184
COMPACT,2.0,4,A,8,Z,10.2,7.2,8.9,32,208
FULL-SIZE,2.0,4,A,8,Z,10.2,7.2,8.9,32,208
,2.0,4,A,8,Z,10.2,7.2,8.9,32,208
COMPACT,3.0,6,A,8,Z,9.2,6.2,7.8,36,183
COMPACT,3.0,6,M,6,Z,12.1,8.1,10.3,27,240
COMPACT,3.0,6,A,8,Z,11.1,7.5,9.5,30,223
COMPACT,3.0,6,M,6,Z,12.2,8.4,10.5,27,245
FULL-SIZE,3.0,6,A,8,Z,11.8,7.9,10.0,28,235
COMPACT,2.0,4,A,8,Z,10.7,7.3,9.1,31,214
COMPACT,2.0,4,A,8,Z,10.2,7.2,8.9,32,208
COMPACT,2.0,4,A,8,Z,10.2,7.2,8.9,32,208
COMPACT,3.0,6,A,8,Z,9.2,6.2,7.8,36,183
